LeaseNo|CustomerNo|UnitNumber|StartDate|EndDate
14891|6847|70405|5/1/2013|5/1/2014
14892|6849|71005|5/1/2013|5/1/2014
14893|6850|90701|5/1/2013|5/1/2014
14894|6851|90804|5/1/2013|5/1/2014
14895|6853|20608|5/1/2013|5/1/2014
14896|6855|90801|5/1/2013|5/1/2014
14897|6856|90105|5/1/2013|5/1/2014
14898|6859|50410|5/1/2013|5/1/2014
14899|6862|80311|5/1/2013|5/1/2014
14900|6868|60902|5/1/2013|5/1/2014
14901|6884|81011|5/1/2013|5/1/2014
14902|6885|31003|5/1/2013|5/1/2014
14903|6888|100301|5/1/2013|5/1/2014
14904|6889|30507|5/1/2013|5/1/2014
14905|6892|30807|5/1/2013|5/1/2014
14906|6894|90904|5/1/2013|5/1/2014
14907|6896|80202|5/1/2013|5/1/2014
14908|3440|10801|6/21/2013|6/21/2014
14909|3462|31001|6/25/2013|6/25/2014
14910|3520|100401|7/1/2013|7/1/2013
14911|3522|100701|6/30/2013|6/30/2014
14912|3564|50302|6/23/2013|6/23/2014
14913|3600|90302|6/18/2013|6/18/2014
14914|3659|50603|6/30/2013|6/30/2014
14915|3706|100803|6/5/2013|6/5/2014
14916|3762|70104|6/12/2013|6/12/2014
14917|3771|71004|6/30/2013|6/30/2014
14918|3850|60605|6/11/2013|6/11/2014
14919|3892|100905|6/22/2013|6/22/2014
14920|3952|70306|6/19/2013|6/19/2014
14921|3964|80806|6/8/2013|6/8/2014
14922|3978|100206|6/19/2013|6/19/2014
14923|3997|20207|6/23/2013|6/23/2014
14924|4109|30908|6/4/2013|6/4/2014
14925|4114|40508|6/12/2013|6/12/2014
14926|4115|40608|6/17/2013|6/17/2014
14927|4124|50708|6/30/2013|6/30/2014
14928|4254|91009|6/21/2013|6/21/2014
14929|4264|10210|6/20/2013|6/20/2014
14930|4312|60710|6/17/2013|6/17/2014
14931|4324|80310|6/30/2013|6/30/2014
14932|4326|80510|6/18/2013|6/18/2014
14933|4396|60111|7/1/2013|7/1/2013
14934|4438|100711|6/28/2013|6/28/2014
14935|4441|101011|6/23/2013|6/23/2014
14936|5234|20510|6/2/2013|6/2/2014
14937|5240|10603|6/2/2013|6/2/2014
14938|5263|30309|6/2/2013|6/2/2014
14939|5265|40202|6/2/2013|6/2/2014
14940|5281|51011|6/2/2013|6/2/2014
14941|5288|10208|6/2/2013|6/2/2014
14942|5291|90310|6/2/2013|6/2/2014
14943|5293|60611|6/2/2013|6/2/2014
14944|5301|60911|6/2/2013|6/2/2014
14945|5304|70411|6/2/2013|6/2/2014
14946|5306|60805|6/2/2013|6/2/2014
14947|5316|80511|6/2/2013|6/2/2014
14948|5322|11004|6/2/2013|6/2/2014
14949|5327|40808|6/2/2013|6/2/2014
14950|5334|40306|6/2/2013|6/2/2014
14951|5339|40903|6/2/2013|6/2/2014
14952|5342|60508|6/2/2013|6/2/2014
14953|5349|50903|6/2/2013|6/2/2014
14954|5368|70208|6/2/2013|6/2/2014
14955|5387|100110|6/2/2013|6/2/2014
14956|6905|20410|6/1/2013|6/1/2014
14957|6911|50610|6/1/2013|6/1/2014
14958|6912|10102|6/1/2013|6/1/2014
14959|6913|20204|6/1/2013|6/1/2014
14960|6914|60206|6/1/2013|6/1/2014
14961|6920|40103|6/1/2013|6/1/2014
14962|6922|20601|6/1/2013|6/1/2014
14963|6926|11007|6/1/2013|6/1/2014
14964|6927|40701|6/1/2013|6/1/2014
14965|6929|20511|6/1/2013|6/1/2014
14966|6937|90104|6/1/2013|6/1/2014
14967|6946|60906|6/1/2013|6/1/2014
14968|6948|60701|6/1/2013|6/1/2014
14969|6949|70701|6/1/2013|6/1/2014
14970|6955|10408|6/1/2013|6/1/2014
14971|6957|20705|6/1/2013|6/1/2014
14972|6958|80206|6/1/2013|6/1/2014
14973|6964|30608|6/1/2013|6/1/2014
14974|6965|41011|6/1/2013|6/1/2014
14975|6967|21009|6/1/2013|6/1/2014
14976|6969|50710|6/1/2013|6/1/2014
14977|6970|60808|6/1/2013|6/1/2014
14978|6971|70710|6/1/2013|6/1/2014
14979|6973|40503|6/1/2013|6/1/2014
14980|6976|60908|6/1/2013|6/1/2014
14981|6981|70909|6/1/2013|6/1/2014
14982|6982|100204|6/1/2013|6/1/2014
14983|6986|71008|6/1/2013|6/1/2014
14984|6997|80910|6/1/2013|6/1/2014
14985|7003|30707|6/1/2013|6/1/2014
14986|7004|80208|6/1/2013|6/1/2014
14987|7006|90606|6/1/2013|6/1/2014
14988|7007|80801|6/1/2013|6/1/2014
14989|7010|90201|6/1/2013|6/1/2014
14990|7018|50403|6/1/2013|6/1/2014
14991|7024|41005|6/1/2013|6/1/2014
14992|7027|20702|6/1/2013|6/1/2014
14993|7028|81008|6/1/2013|6/1/2014
14994|7029|90708|6/1/2013|6/1/2014
14995|7033|90908|6/1/2013|6/1/2014
14996|7035|40707|6/1/2013|6/1/2014
14997|7036|91008|6/1/2013|6/1/2014
14998|7042|30402|6/1/2013|6/1/2014
14999|7046|60403|6/1/2013|6/1/2014
15000|7048|100601|6/1/2013|6/1/2014
15001|7050|90111|6/1/2013|6/1/2014
15002|7056|100304|6/1/2013|6/1/2014
15003|7057|70203|6/1/2013|6/1/2014
15004|3606|90902|7/24/2013|7/24/2014
15005|3683|80303|7/11/2013|7/11/2014
15006|3707|100903|7/8/2013|7/8/2014
15007|3725|20904|7/6/2013|7/6/2014
15008|3917|30706|7/25/2013|7/25/2014
15009|3985|101006|7/12/2013|7/12/2014
15010|3987|10207|7/12/2013|7/12/2014
15011|4042|60807|7/12/2013|7/12/2014
15012|4107|30708|7/22/2013|7/22/2014
15013|4127|51008|7/30/2013|7/30/2014
15014|4139|70308|7/22/2013|7/22/2014
15015|4208|40909|7/15/2013|7/15/2014
15016|4210|50109|7/4/2013|7/4/2014
15017|4227|70209|7/24/2013|7/24/2014
15018|4236|80209|7/31/2013|7/31/2014
15019|4315|61010|8/1/2013|8/1/2013
15020|4428|90711|7/5/2013|7/5/2014
15021|5396|10307|7/2/2013|7/2/2014
15022|5405|20406|7/2/2013|7/2/2014
15023|5407|10302|7/2/2013|7/2/2014
15024|5411|31006|7/2/2013|7/2/2014
15025|5420|40206|7/2/2013|7/2/2014
15026|5422|50304|7/2/2013|7/2/2014
15027|5439|50102|7/2/2013|7/2/2014
15028|5443|50901|7/2/2013|7/2/2014
15029|5466|60205|7/2/2013|7/2/2014
15030|5470|30609|7/2/2013|7/2/2014
15031|5479|10910|7/2/2013|7/2/2014
15032|5483|21008|7/2/2013|7/2/2014
15033|5484|40311|7/2/2013|7/2/2014
15034|5501|40606|7/2/2013|7/2/2014
15035|5509|81002|7/2/2013|7/2/2014
15036|5526|20910|7/2/2013|7/2/2014
15037|5534|81001|7/2/2013|7/2/2014
15038|5542|70510|7/2/2013|7/2/2014
15039|5555|80711|7/2/2013|7/2/2014
15040|5556|50404|7/2/2013|7/2/2014
15041|7066|10601|7/1/2013|7/1/2014
15042|7068|20408|7/1/2013|7/1/2014
15043|7069|40102|7/1/2013|7/1/2014
15044|7071|10605|7/1/2013|7/1/2014
15045|7084|20305|7/1/2013|7/1/2014
15046|7085|20806|7/1/2013|7/1/2014
15047|7087|10407|7/1/2013|7/1/2014
15048|7089|10409|7/1/2013|7/1/2014
15049|7090|20610|7/1/2013|7/1/2014
15050|7091|40807|7/1/2013|7/1/2014
15051|7093|50608|7/1/2013|7/1/2014
15052|7095|10304|7/1/2013|7/1/2014
15053|7096|51007|7/1/2013|7/1/2014
15054|7100|70608|7/1/2013|7/1/2014
15055|7105|40309|7/1/2013|7/1/2014
15056|7106|20103|7/1/2013|7/1/2014
15057|7108|20903|7/1/2013|7/1/2014
15058|7117|20604|7/1/2013|7/1/2014
15059|7120|60405|7/1/2013|7/1/2014
15060|7124|40910|7/1/2013|7/1/2014
15061|7129|40302|7/1/2013|7/1/2014
15062|7130|30104|7/1/2013|7/1/2014
15063|7132|60607|7/1/2013|7/1/2014
15064|7139|80610|7/1/2013|7/1/2014
15065|7143|70805|7/1/2013|7/1/2014
15066|7149|60203|7/1/2013|7/1/2014
15067|7151|80505|7/1/2013|7/1/2014
15068|7152|40204|7/1/2013|7/1/2014
15069|7154|40502|7/1/2013|7/1/2014
15070|7158|80308|7/1/2013|7/1/2014
15071|7161|70803|7/1/2013|7/1/2014
15072|7169|40501|7/1/2013|7/1/2014
15073|7171|80905|7/1/2013|7/1/2014
15074|7173|70507|7/1/2013|7/1/2014
15075|7175|70707|7/1/2013|7/1/2014
15076|7180|40709|7/1/2013|7/1/2014
15077|7184|30406|7/1/2013|7/1/2014
15078|7187|90805|7/1/2013|7/1/2014
15079|7188|90807|7/1/2013|7/1/2014
15080|7189|100208|7/1/2013|7/1/2014
15081|7193|50201|7/1/2013|7/1/2014
15082|7198|80204|7/1/2013|7/1/2014
15083|7200|91006|7/1/2013|7/1/2014
15084|7207|10211|7/1/2013|7/1/2014
15085|7211|100308|7/1/2013|7/1/2014
15086|7215|90905|7/1/2013|7/1/2014
15087|7220|100408|7/1/2013|7/1/2014
15088|7222|20311|7/1/2013|7/1/2014
15089|7225|41009|7/1/2013|7/1/2014
15090|7226|60209|7/1/2013|7/1/2014
15091|7229|91007|7/1/2013|7/1/2014
15092|7232|100105|7/1/2013|7/1/2014
15093|7233|100608|7/1/2013|7/1/2014
15094|3461|30901|8/23/2013|8/23/2014
15095|3563|50202|8/25/2013|8/25/2014
15096|3565|50402|8/18/2013|8/18/2014
15097|3571|60102|9/1/2013|9/1/2013
15098|3595|80802|8/16/2013|8/16/2014
15099|3617|101002|9/1/2013|9/1/2013
15100|3626|10903|8/21/2013|8/21/2014
15101|3704|100603|8/3/2013|8/3/2014
15102|3730|30604|8/20/2013|8/20/2014
15103|3740|40704|8/3/2013|8/3/2014
15104|3761|61004|8/26/2013|8/26/2014
15105|3769|70804|8/24/2013|8/24/2014
15106|3772|80104|8/5/2013|8/5/2014
15107|3779|80804|8/18/2013|8/18/2014
15108|3934|50506|8/21/2013|8/21/2014
15109|3945|60606|8/20/2013|8/20/2014
15110|3986|10107|8/7/2013|8/7/2014
15111|3999|20407|8/11/2013|8/11/2014
15112|4018|40407|8/5/2013|8/5/2014
15113|4056|80407|8/28/2013|8/28/2014
15114|4057|80507|8/17/2013|8/17/2014
15115|4058|80607|8/11/2013|8/11/2014
15116|4065|90307|8/23/2013|8/23/2014
15117|4098|20808|8/9/2013|8/9/2014
15118|4166|100508|8/10/2013|8/10/2014
15119|4220|60509|8/12/2013|8/12/2014
15120|4234|71009|8/13/2013|8/13/2014
15121|4278|20810|8/13/2013|8/13/2014
15122|4351|10411|9/1/2013|9/1/2013
15123|4431|91011|8/4/2013|8/4/2014
15124|3561|41002|8/3/2013|8/3/2014
15125|5562|10705|8/2/2013|8/2/2014
15126|5567|11001|8/2/2013|8/2/2014
15127|5576|11010|8/2/2013|8/2/2014
15128|5580|20308|8/2/2013|8/2/2014
15129|5592|20909|8/2/2013|8/2/2014
15130|5594|20805|8/2/2013|8/2/2014
15131|5596|70401|8/2/2013|8/2/2014
15132|5602|50702|8/2/2013|8/2/2014
15133|5603|20110|8/2/2013|8/2/2014
15134|5605|50808|8/2/2013|8/2/2014
15135|5606|30210|8/2/2013|8/2/2014
15136|5622|20905|8/2/2013|8/2/2014
15137|5638|10703|8/2/2013|8/2/2014
15138|5640|20611|8/2/2013|8/2/2014
15139|5646|50211|8/2/2013|8/2/2014
15140|5651|70202|8/2/2013|8/2/2014
15141|5659|90110|8/2/2013|8/2/2014
15142|5663|20307|8/2/2013|8/2/2014
15143|5683|80205|8/2/2013|8/2/2014
15144|5687|100310|8/2/2013|8/2/2014
15145|5689|30407|8/2/2013|8/2/2014
15146|5700|61007|8/2/2013|8/2/2014
15147|5707|80402|8/2/2013|8/2/2014
15148|5709|10804|8/2/2013|8/2/2014
15149|4315|61010|8/2/2013|8/2/2014
15150|7234|10203|8/1/2013|8/1/2014
15151|7237|50210|8/1/2013|8/1/2014
15152|7244|30305|8/1/2013|8/1/2014
15153|7247|40509|8/1/2013|8/1/2014
15154|7251|20302|8/1/2013|8/1/2014
15155|7258|30601|8/1/2013|8/1/2014
15156|7262|90710|8/1/2013|8/1/2014
15157|7268|50904|8/1/2013|8/1/2014
15158|7273|20607|8/1/2013|8/1/2014
15159|7274|20902|8/1/2013|8/1/2014
15160|7279|60809|8/1/2013|8/1/2014
15161|7280|10511|8/1/2013|8/1/2014
15162|7286|50406|8/1/2013|8/1/2014
15163|7288|10508|8/1/2013|8/1/2014
15164|7289|100106|8/1/2013|8/1/2014
15165|7292|40902|8/1/2013|8/1/2014
15166|7293|51002|8/1/2013|8/1/2014
15167|7299|70509|8/1/2013|8/1/2014
15168|7302|30603|8/1/2013|8/1/2014
15169|7305|20908|8/1/2013|8/1/2014
15170|7308|50605|8/1/2013|8/1/2014
15171|7311|40207|8/1/2013|8/1/2014
15172|7317|50601|8/1/2013|8/1/2014
15173|7321|60502|8/1/2013|8/1/2014
15174|7323|60305|8/1/2013|8/1/2014
15175|7327|100404|8/1/2013|8/1/2014
15176|7336|50801|8/1/2013|8/1/2014
15177|7340|100205|8/1/2013|8/1/2014
15178|7343|30211|8/1/2013|8/1/2014
15179|7348|60702|8/1/2013|8/1/2014
15180|7354|100705|8/1/2013|8/1/2014
15181|7357|100805|8/1/2013|8/1/2014
15182|7358|101005|8/1/2013|8/1/2014
15183|7360|30703|8/1/2013|8/1/2014
15184|7361|60201|8/1/2013|8/1/2014
15185|7373|70502|8/1/2013|8/1/2014
15186|7380|50103|8/1/2013|8/1/2014
15187|7383|70709|8/1/2013|8/1/2014
15188|7387|100504|8/1/2013|8/1/2014
15189|3450|20801|9/12/2013|9/12/2014
15190|3453|30101|9/26/2013|9/26/2014
15191|3471|40901|9/30/2013|9/30/2014
15192|3475|50301|9/20/2013|9/20/2014
15193|3541|20602|9/14/2013|9/14/2014
15194|3603|90602|9/4/2013|9/4/2014
15195|3661|50803|9/28/2013|9/28/2014
15196|3670|60903|9/15/2013|9/15/2014
15197|3759|60704|9/12/2013|9/12/2014
15198|3807|10805|10/1/2013|10/1/2013
15199|3867|80405|9/20/2013|9/20/2014
15200|3908|20706|9/15/2013|9/15/2014
15201|3944|60506|9/8/2013|9/8/2014
15202|4013|30907|9/7/2013|9/7/2014
15203|4017|40307|9/30/2013|9/30/2014
15204|4023|40907|9/15/2013|9/15/2014
15205|4035|60107|9/15/2013|9/15/2014
15206|4041|60707|9/30/2013|9/30/2014
15207|4092|20208|9/7/2013|9/7/2014
15208|4104|30408|9/18/2013|9/18/2014
15209|4291|40410|9/9/2013|9/9/2014
15210|4306|51010|9/24/2013|9/24/2014
15211|4339|91010|9/10/2013|9/10/2014
15212|4340|100210|9/9/2013|9/9/2014
15213|4350|10311|9/22/2013|9/22/2014
15214|4358|20111|9/12/2013|9/12/2014
15215|4374|30811|9/15/2013|9/15/2014
15216|4391|50611|9/13/2013|9/13/2014
15217|4433|100211|9/20/2013|9/20/2014
15218|5722|60510|9/2/2013|9/2/2014
15219|5724|10202|9/2/2013|9/2/2014
15220|5725|51001|9/2/2013|9/2/2014
15221|5730|80410|9/2/2013|9/2/2014
15222|5733|20804|9/2/2013|9/2/2014
15223|5736|60803|9/2/2013|9/2/2014
15224|5750|70403|9/2/2013|9/2/2014
15225|5769|70503|9/2/2013|9/2/2014
15226|5771|30902|9/2/2013|9/2/2014
15227|5775|70302|9/2/2013|9/2/2014
15228|5780|30409|9/2/2013|9/2/2014
15229|5788|60505|9/2/2013|9/2/2014
15230|5791|50909|9/2/2013|9/2/2014
15231|5798|70206|9/2/2013|9/2/2014
15232|5800|40208|9/2/2013|9/2/2014
15233|5808|80302|9/2/2013|9/2/2014
15234|5809|100405|9/2/2013|9/2/2014
15235|5816|80702|9/2/2013|9/2/2014
15236|5836|100505|9/2/2013|9/2/2014
15237|5845|80508|9/2/2013|9/2/2014
15238|5849|80608|9/2/2013|9/2/2014
15239|7399|50504|9/1/2013|9/1/2014
15240|7409|10206|9/1/2013|9/1/2014
15241|7420|30308|9/1/2013|9/1/2014
15242|7422|100704|9/1/2013|9/1/2014
15243|7423|60608|9/1/2013|9/1/2014
15244|7424|10909|9/1/2013|9/1/2014
15245|7426|90810|9/1/2013|9/1/2014
15246|7428|10602|9/1/2013|9/1/2014
15247|7431|61002|9/1/2013|9/1/2014
15248|7442|20105|9/1/2013|9/1/2014
15249|7444|20211|9/1/2013|9/1/2014
15250|7445|20901|9/1/2013|9/1/2014
15251|7454|30401|9/1/2013|9/1/2014
15252|7457|100804|9/1/2013|9/1/2014
15253|7458|31007|9/1/2013|9/1/2014
15254|7460|20505|9/1/2013|9/1/2014
15255|7462|20411|9/1/2013|9/1/2014
15256|7468|80102|9/1/2013|9/1/2014
15257|7469|90910|9/1/2013|9/1/2014
15258|7471|30711|9/1/2013|9/1/2014
15259|7473|100904|9/1/2013|9/1/2014
15260|7478|30403|9/1/2013|9/1/2014
15261|7481|30701|9/1/2013|9/1/2014
15262|7486|60901|9/1/2013|9/1/2014
15263|7488|90102|9/1/2013|9/1/2014
15264|7491|70108|9/1/2013|9/1/2014
15265|7493|50503|9/1/2013|9/1/2014
15266|7495|90106|9/1/2013|9/1/2014
15267|7504|40607|9/1/2013|9/1/2014
15268|7513|20209|9/1/2013|9/1/2014
15269|7517|40111|9/1/2013|9/1/2014
15270|7520|30105|9/1/2013|9/1/2014
15271|7521|100406|9/1/2013|9/1/2014
15272|7523|70908|9/1/2013|9/1/2014
15273|7525|90202|9/1/2013|9/1/2014
15274|3454|30201|10/16/2013|10/16/2014
15275|3486|60401|10/4/2013|10/4/2014
15276|3505|80501|10/23/2013|10/23/2014
15277|3572|60202|10/14/2013|10/14/2014
15278|3587|71002|10/20/2013|10/20/2014
15279|3622|10503|10/10/2013|10/10/2014
15280|3642|30803|10/18/2013|10/18/2014
15281|3650|40603|10/29/2013|10/29/2014
15282|3709|10104|10/19/2013|10/19/2014
15283|3791|91004|10/13/2013|10/13/2014
15284|3880|90705|10/26/2013|10/26/2014
15285|4036|60207|10/12/2013|10/12/2014
15286|4091|20108|10/11/2013|10/11/2014
15287|4144|70808|10/28/2013|10/28/2014
15288|4170|100908|10/15/2013|10/15/2014
15289|4217|51009|10/28/2013|10/28/2014
15290|4218|60109|10/3/2013|10/3/2014
15291|4224|60909|10/12/2013|10/12/2014
15292|4288|40110|10/10/2013|10/10/2014
15293|5867|10410|10/2/2013|10/2/2014
15294|5879|10806|10/2/2013|10/2/2014
15295|5882|10109|10/2/2013|10/2/2014
15296|5888|10901|10/2/2013|10/2/2014
15297|5891|60104|10/2/2013|10/2/2014
15298|5893|40105|10/2/2013|10/2/2014
15299|5903|60110|10/2/2013|10/2/2014
15300|5904|70110|10/2/2013|10/2/2014
15301|5907|40203|10/2/2013|10/2/2014
15302|5909|20201|10/2/2013|10/2/2014
15303|5923|70504|10/2/2013|10/2/2014
15304|5924|80810|10/2/2013|10/2/2014
15305|5933|40702|10/2/2013|10/2/2014
15306|5946|50209|10/2/2013|10/2/2014
15307|5951|50409|10/2/2013|10/2/2014
15308|5961|40201|10/2/2013|10/2/2014
15309|5964|20907|10/2/2013|10/2/2014
15310|5966|30307|10/2/2013|10/2/2014
15311|5969|40308|10/2/2013|10/2/2014
15312|5970|70109|10/2/2013|10/2/2014
15313|5994|60307|10/2/2013|10/2/2014
15314|5995|50105|10/2/2013|10/2/2014
15315|3807|10805|10/2/2013|10/2/2014
15316|7544|41003|10/1/2013|10/1/2014
15317|7549|10411|10/1/2013|10/1/2014
15318|7551|30605|10/1/2013|10/1/2014
15319|7552|10706|10/1/2013|10/1/2014
15320|7553|30805|10/1/2013|10/1/2014
15321|7559|40101|10/1/2013|10/1/2014
15322|7563|60810|10/1/2013|10/1/2014
15323|7566|70301|10/1/2013|10/1/2014
15324|7568|10907|10/1/2013|10/1/2014
15325|7569|70601|10/1/2013|10/1/2014
15326|7571|20107|10/1/2013|10/1/2014
15327|7574|70801|10/1/2013|10/1/2014
15328|7579|20811|10/1/2013|10/1/2014
15329|7580|10906|10/1/2013|10/1/2014
15330|7588|30204|10/1/2013|10/1/2014
15331|7591|40211|10/1/2013|10/1/2014
15332|7593|50411|10/1/2013|10/1/2014
15333|7595|80601|10/1/2013|10/1/2014
15334|7599|20106|10/1/2013|10/1/2014
15335|7600|10808|10/1/2013|10/1/2014
15336|7604|10809|10/1/2013|10/1/2014
15337|7611|80701|10/1/2013|10/1/2014
15338|7613|60102|10/1/2013|10/1/2014
15339|7614|50207|10/1/2013|10/1/2014
15340|7615|100410|10/1/2013|10/1/2014
15341|7617|30709|10/1/2013|10/1/2014
15342|7618|71003|10/1/2013|10/1/2014
15343|7619|100610|10/1/2013|10/1/2014
15344|7620|30508|10/1/2013|10/1/2014
15345|7623|100810|10/1/2013|10/1/2014
15346|7635|60507|10/1/2013|10/1/2014
15347|7637|80703|10/1/2013|10/1/2014
15348|7638|60111|10/1/2013|10/1/2014
15349|7639|60108|10/1/2013|10/1/2014
15350|7643|40404|10/1/2013|10/1/2014
15351|7645|40205|10/1/2013|10/1/2014
15352|7646|90303|10/1/2013|10/1/2014
15353|7647|21006|10/1/2013|10/1/2014
15354|7649|80408|10/1/2013|10/1/2014
15355|7651|101010|10/1/2013|10/1/2014
15356|7655|40305|10/1/2013|10/1/2014
15357|7656|60504|10/1/2013|10/1/2014
15358|7658|40405|10/1/2013|10/1/2014
15359|7668|90301|10/1/2013|10/1/2014
15360|3504|80401|11/14/2013|11/14/2014
15361|3523|100801|11/18/2013|11/18/2014
15362|3585|70802|11/5/2013|11/5/2014
15363|3608|100102|11/20/2013|11/20/2014
15364|3679|70903|11/27/2013|11/27/2014
15365|3688|80803|11/16/2013|11/16/2014
15366|3755|60304|11/20/2013|11/20/2014
15367|3858|70505|11/25/2013|11/25/2014
15368|3913|30206|11/16/2013|11/16/2014
15369|4222|60709|11/26/2013|11/26/2014
15370|4280|30110|11/12/2013|11/12/2014
15371|4354|10711|11/23/2013|11/23/2014
15372|3744|50204|11/3/2013|11/3/2014
15373|6000|50405|11/2/2013|11/2/2014
15374|6006|10611|11/2/2013|11/2/2014
15375|6007|21011|11/2/2013|11/2/2014
15376|6013|51005|11/2/2013|11/2/2014
15377|6019|10608|11/2/2013|11/2/2014
15378|6034|70609|11/2/2013|11/2/2014
15379|6036|20206|11/2/2013|11/2/2014
15380|6042|20403|11/2/2013|11/2/2014
15381|6048|30107|11/2/2013|11/2/2014
15382|6052|60404|11/2/2013|11/2/2014
15383|6054|40803|11/2/2013|11/2/2014
15384|6055|70904|11/2/2013|11/2/2014
15385|6056|60407|11/2/2013|11/2/2014
15386|6058|50806|11/2/2013|11/2/2014
15387|6071|70907|11/2/2013|11/2/2014
15388|6075|80909|11/2/2013|11/2/2014
15389|6079|80707|11/2/2013|11/2/2014
15390|6084|70706|11/2/2013|11/2/2014
15391|6088|60511|11/2/2013|11/2/2014
15392|6090|70611|11/2/2013|11/2/2014
15393|6096|40301|11/2/2013|11/2/2014
15394|6100|81009|11/2/2013|11/2/2014
15395|6101|90407|11/2/2013|11/2/2014
15396|6103|100307|11/2/2013|11/2/2014
15397|6104|50203|11/2/2013|11/2/2014
15398|6105|80304|11/2/2013|11/2/2014
15399|6109|80110|11/2/2013|11/2/2014
15400|6110|90309|11/2/2013|11/2/2014
15401|7672|40510|11/1/2013|11/1/2014
15402|7673|90410|11/1/2013|11/1/2014
15403|7675|10301|11/1/2013|11/1/2014
15404|7680|40906|11/1/2013|11/1/2014
15405|7682|30501|11/1/2013|11/1/2014
15406|7690|31008|11/1/2013|11/1/2014
15407|7694|61008|11/1/2013|11/1/2014
15408|7698|80808|11/1/2013|11/1/2014
15409|7707|30809|11/1/2013|11/1/2014
15410|7709|20202|11/1/2013|11/1/2014
15411|7718|40609|11/1/2013|11/1/2014
15412|7720|10405|11/1/2013|11/1/2014
15413|7727|70309|11/1/2013|11/1/2014
15414|7732|10111|11/1/2013|11/1/2014
15415|7734|40804|11/1/2013|11/1/2014
15416|7740|10707|11/1/2013|11/1/2014
15417|7741|40511|11/1/2013|11/1/2014
15418|7742|90808|11/1/2013|11/1/2014
15419|7745|70102|11/1/2013|11/1/2014
15420|7747|20203|11/1/2013|11/1/2014
15421|7748|80902|11/1/2013|11/1/2014
15422|7749|20303|11/1/2013|11/1/2014
15423|7754|30903|11/1/2013|11/1/2014
15424|7755|50811|11/1/2013|11/1/2014
15425|7761|70809|11/1/2013|11/1/2014
15426|7774|41006|11/1/2013|11/1/2014
15427|7775|50804|11/1/2013|11/1/2014
15428|7779|60603|11/1/2013|11/1/2014
15429|7781|60804|11/1/2013|11/1/2014
15430|7782|90402|11/1/2013|11/1/2014
15431|7785|40601|11/1/2013|11/1/2014
15432|7790|40805|11/1/2013|11/1/2014
15433|3540|20502|12/12/2013|12/12/2014
15434|3834|40905|12/28/2013|12/28/2014
15435|4126|50908|12/31/2013|12/31/2014
15436|4186|20509|12/4/2013|12/4/2014
15437|4269|10710|12/16/2013|12/16/2014
15438|4342|100510|12/25/2013|12/25/2014
15439|4381|40611|12/16/2013|12/16/2014
15440|4420|80911|12/28/2013|12/28/2014
15441|4445|20709|12/3/2013|12/3/2014
15442|4446|21002|12/3/2013|12/3/2014
15443|4465|20503|12/3/2013|12/3/2014
15444|4478|30510|12/3/2013|12/3/2014
15445|4514|60907|12/3/2013|12/3/2014
15446|4522|80901|12/3/2013|12/3/2014
15447|4523|20404|12/3/2013|12/3/2014
15448|4531|70807|12/3/2013|12/3/2014
15449|4545|31005|12/3/2013|12/3/2014
15450|6118|10106|12/2/2013|12/2/2014
15451|6122|11002|12/2/2013|12/2/2014
15452|6126|10607|12/2/2013|12/2/2014
15453|6146|50208|12/2/2013|12/2/2014
15454|6148|20405|12/2/2013|12/2/2014
15455|6169|70207|12/2/2013|12/2/2014
15456|6173|11003|12/2/2013|12/2/2014
15457|6183|30311|12/2/2013|12/2/2014
15458|6186|80307|12/2/2013|12/2/2014
15459|6191|50703|12/2/2013|12/2/2014
15460|6196|60210|12/2/2013|12/2/2014
15461|6205|30411|12/2/2013|12/2/2014
15462|6208|50602|12/2/2013|12/2/2014
15463|6209|50501|12/2/2013|12/2/2014
15464|6222|70103|12/2/2013|12/2/2014
15465|7796|60311|12/1/2013|12/1/2014
15466|7797|10507|12/1/2013|12/1/2014
15467|7798|50305|12/1/2013|12/1/2014
15468|7804|10406|12/1/2013|12/1/2014
15469|7808|10606|12/1/2013|12/1/2014
15470|7811|20707|12/1/2013|12/1/2014
15471|7819|20401|12/1/2013|12/1/2014
15472|7820|30301|12/1/2013|12/1/2014
15473|7824|60711|12/1/2013|12/1/2014
15474|7826|30302|12/1/2013|12/1/2014
15475|7830|70107|12/1/2013|12/1/2014
15476|7831|50106|12/1/2013|12/1/2014
15477|7836|30203|12/1/2013|12/1/2014
15478|7839|30801|12/1/2013|12/1/2014
15479|7842|31009|12/1/2013|12/1/2014
15480|7843|61011|12/1/2013|12/1/2014
15481|7847|10510|12/1/2013|12/1/2014
15482|7850|30904|12/1/2013|12/1/2014
15483|7854|90502|12/1/2013|12/1/2014
15484|7857|80103|12/1/2013|12/1/2014
15485|7859|70311|12/1/2013|12/1/2014
15486|7862|31004|12/1/2013|12/1/2014
15487|7864|90403|12/1/2013|12/1/2014
15488|7866|90503|12/1/2013|12/1/2014
15489|7867|70711|12/1/2013|12/1/2014
15490|7869|50401|12/1/2013|12/1/2014
15491|7871|50606|12/1/2013|12/1/2014
15492|7873|80309|12/1/2013|12/1/2014
15493|7878|90501|12/1/2013|12/1/2014
